央视频道,#genre#
都市剧场,http://192.168.100.1:6799/rtp/239.49.8.45:8044
4K节目,#genre#
CCTV4K,http://192.168.100.1:6799/rtp/239.49.0.82:8000
CCTV16 4K,http://192.168.100.1:6799/rtp/239.49.0.109:8000
北京卫视4K,http://192.168.100.1:6799/rtp/239.49.0.253:8000
东方卫视4K,http://192.168.100.1:6799/rtp/239.49.1.70:8000
广东卫视4K,http://192.168.100.1:6799/rtp/239.49.1.24:8000
深圳卫视4K,http://192.168.100.1:6799/rtp/239.49.1.27:8000
湖南卫视4K,http://192.168.100.1:6799/rtp/239.49.1.68:8000
山东卫视4K,http://192.168.100.1:6799/rtp/239.49.1.72:8000
四川卫视4K,http://192.168.100.1:6799/rtp/239.49.1.66:8000
浙江卫视4K,http://192.168.100.1:6799/rtp/239.49.1.64:8000
江苏卫视4K,http://192.168.100.1:6799/rtp/239.49.1.62:8000
欢笑剧场4K,http://192.168.100.1:6799/rtp/239.49.8.106:8000
卫视频道,#genre#
重庆卫视,http://192.168.100.1:6799/rtp/239.49.8.57:9830
江苏卫视,http://192.168.100.1:6799/rtp/239.49.8.16:9602
浙江卫视,http://192.168.100.1:6799/rtp/239.49.8.20:9618
东方卫视,http://192.168.100.1:6799/rtp/239.49.8.17:9606
深圳卫视,http://192.168.100.1:6799/rtp/239.49.8.15:9430
北京卫视,http://192.168.100.1:6799/rtp/239.49.8.11:9414
山东卫视,http://192.168.100.1:6799/rtp/239.49.8.7:9306
天津卫视,http://192.168.100.1:6799/rtp/239.49.8.35:8620
贵州卫视,http://192.168.100.1:6799/rtp/239.49.8.49:8000
四川卫视,http://192.168.100.1:6799/rtp/239.49.8.110:8000
云南卫视,http://192.168.100.1:6799/rtp/239.49.0.177:8000
广西卫视,http://192.168.100.1:6799/rtp/239.49.8.10:8000
黑龙江卫视,http://192.168.100.1:6799/rtp/239.49.8.14:9426
安徽卫视,http://192.168.100.1:6799/rtp/239.49.8.80:8000
山西卫视,http://192.168.100.1:6799/rtp/239.49.1.55:8000
江西卫视,http://192.168.100.1:6799/rtp/239.49.8.111:8000
湖北卫视,http://192.168.100.1:6799/rtp/239.49.8.8:9632
旅游卫视,http://192.168.100.1:6799/rtp/239.49.8.83:8000
东南卫视,http://192.168.100.1:6799/rtp/239.49.8.112:8000
吉林卫视,http://192.168.100.1:6799/rtp/239.49.8.113:8000
辽宁卫视,http://192.168.100.1:6799/rtp/239.49.8.48:8000
湖南卫视,http://192.168.100.1:6799/rtp/239.49.8.12:9418
广东卫视,http://192.168.100.1:6799/rtp/239.49.8.13:9422
河南卫视,http://192.168.100.1:6799/rtp/239.49.8.29:8000
河北卫视,http://192.168.100.1:6799/rtp/239.49.8.114:8000
宁夏卫视,http://192.168.100.1:6799/rtp/239.49.1.60:8000
青海卫视,http://192.168.100.1:6799/rtp/239.49.0.81:8000
新疆卫视,http://192.168.100.1:6799/rtp/239.49.1.57:8000
西藏卫视,http://192.168.100.1:6799/rtp/239.49.1.56:8000
兵团卫视,http://192.168.100.1:6799/rtp/239.49.1.58:8000
三沙卫视,http://192.168.100.1:6799/rtp/239.49.0.167:8000
金鹰卡通,http://192.168.100.1:6799/rtp/239.49.8.33:8000
港台节目,#genre#
翡翠台,https://mytv.cdn.loc.cc/o12.php?id=fct
翡翠台4K,http://cdn6.veryfast.filegear-sg.me/live/fct4k/stream.m3u8
翡翠台4K,https://cdn6.163189.xyz/163189/fct4k
凤凰中文,http://cdn6.veryfast.filegear-sg.me/live/fhzw/stream.m3u8
凤凰中文,https://cdn6.101.qzz.io/163189/fhzw
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰资讯,http://cdn6.veryfast.filegear-sg.me/live/fhzx/stream.m3u8
凤凰资讯,https://cdn6.101.qzz.io/163189/fhzx
凤凰香港,http://cdn6.veryfast.filegear-sg.me/live/fhhk/stream.m3u8
凤凰香港,https://cdn6.101.qzz.io/163189/fhhk
凤凰香港,http://r.jdshipin.com/yDoTN
江苏节目,#genre#
兴化新闻综合频道,http://192.168.100.1:6799/rtp/239.49.0.162:8000
兴化新闻综合频道,http://js-zb-dx-1.sohu.blog:4022/rtp/239.49.0.162:8000
兴化新闻综合频道,https://litchi-play-encrypted.jstv.com:443/live/xinghua.m3u8?txSecret=3361cd88e47c1534748fb70cf173016d&txTime=1757382519
兴化新闻综合频道,http://111.170.156.74:3344/地方频道/js.php?id=xinghua
泰州一套,http://192.168.100.1:6799/rtp/239.49.0.215:8000
泰州二套,http://192.168.100.1:6799/rtp/239.49.0.217:8000
泰州三套,http://192.168.100.1:6799/rtp/239.49.0.222:8000
江苏新闻,http://192.168.100.1:6799/rtp/239.49.8.120:8000
江苏城市,http://192.168.100.1:6799/rtp/239.49.8.107:8000
江苏教育,http://192.168.100.1:6799/rtp/239.49.8.122:8000
江苏影视,http://192.168.100.1:6799/rtp/239.49.8.118:8000
江苏综艺,http://192.168.100.1:6799/rtp/239.49.8.108:8000
江苏体育休闲,http://192.168.100.1:6799/rtp/239.49.8.117:8000
优漫卡通,http://192.168.100.1:6799/rtp/239.49.8.119:8000
影视频道,#genre#
Now星影台,https://php.946985.filegear-sg.me/iptv/jacktv.php?id=3vr3ae
Now星影台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=SwRQgx&tk=H1zXe53SkNzw
Now星影台,http://23.237.228.133/live2/xingyingtai.m3u8
NOW爆谷台,https://php.946985.filegear-sg.me/iptv/jacktv.php?id=fxlxlv
NOW爆谷台,http://kkk.888.3116598.xyz/api.php?n=xxxtw&id=BdxggC&tk=H1zXe53SkNzw
NOW爆谷台,http://23.237.228.133/live2/baogutai.m3u8
PopC,http://m3u888.zabc.net/bx/api.php?id=popc
美亚电影台,http://m3u888.zabc.net/bx/api.php?id=meiya
体育频道,#genre#
五星体育,https://tv.iill.top/kdf/1605
五星体育,https://cdn15.163189.xyz/163189/9c893bb003e1c7de
五星体育,http://k.061899.xyz/m.php?id=wxty
五星体育,http://youngx.top:4022/rtp/233.18.204.58:5140
五星体育,http://yyf1991.top:9999/rtp/233.18.204.58:5140
五星体育,https://other.ottiptv.cc/wxty.m3u8
劲爆体育,http://goo.bkpcp.top/mg/jbty
劲爆体育,http://iptv888.aibot408.qzz.io/hbgd.php?id=shjs
劲爆体育,http://t.061899.xyz/tl/dq.php?id=jbty
新纪实,https://bp-resource-dfl.bestv.cn/155/3/video.m3u8
新纪实,http://8.138.7.223/tv/shtv.php?id=xjs
广东体育,http://cdn2.veryfast.filegear-sg.me/live/gdty/stream.m3u8
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
北京体育休闲,http://m.061899.xyz/mg/bjty
新视觉,http://120.76.248.139/live/bfgd/4200000249.m3u8
新视觉,http://183.61.225.53:2380/hw1live.rxip.sc96655.com.huan.tv/live/ycxsjH265_4000.m3u8
纬来体育,http://192.168.100.1:5050/smart.php?id=videolandsport&token=kim
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来体育,http://iptv.digimon.ink/smart.php?id=videolandsport
睛彩竞技,http://192.168.100.1:6799/rtp/239.49.8.39:8000
睛彩广场舞,http://192.168.100.1:6799/rtp/239.49.8.64:8000
睛彩篮球,http://192.168.100.1:6799/rtp/239.49.8.42:8000
睛彩青少,http://192.168.100.1:6799/rtp/239.49.8.46:8000
LITV,#genre#
TVBS,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv073&token=https://t.me/GPT_858
TVBS新闻,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv072&token=https://t.me/GPT_858
阿里郎,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv079&token=https://t.me/GPT_858
半岛新闻,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv10&token=https://t.me/GPT_858
东森财经新闻,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv153&token=https://t.me/GPT_858
东森新闻,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv152&token=https://t.me/GPT_858
非凡商业,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv048&token=https://t.me/GPT_858
非凡新闻,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv010&token=https://t.me/GPT_858
华视新闻,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv052&token=https://t.me/GPT_858
寰宇新闻,https://litv.tzh911.qzz.io/litv.php?id=litv-longturn14&token=https://t.me/GPT_858
寰宇新闻台湾,https://litv.tzh911.qzz.io/litv.php?id=litv-longturn15&token=https://t.me/GPT_858
镜新闻,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv075&token=https://t.me/GPT_858
民视新闻,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv13&token=https://t.me/GPT_858
台视财经,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv056&token=https://t.me/GPT_858
台视新闻,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv051&token=https://t.me/GPT_858
中视新闻,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv074&token=https://t.me/GPT_858
中天新闻,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv009&token=https://t.me/GPT_858
AMC电影,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv017&token=https://t.me/GPT_858
CATCHPLAY电影,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv076&token=https://t.me/GPT_858
GinxTV,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv053&token=https://t.me/GPT_858
GLOBETROTTER,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv016&token=https://t.me/GPT_858
MEZZO,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv083&token=https://t.me/GPT_858
Smart知识,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang19&token=https://t.me/GPT_858
TRACE,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv077&token=https://t.me/GPT_858
TRACE,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv082&token=https://t.me/GPT_858
TVBS欢乐,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv068&token=https://t.me/GPT_858
TVBS精采,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv067&token=https://t.me/GPT_858
爱尔达娱乐,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv070&token=https://t.me/GPT_858
八大精彩,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv034&token=https://t.me/GPT_858
八大综艺,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv039&token=https://t.me/GPT_858
博斯高球1,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang05&token=https://t.me/GPT_858
博斯高球2,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang06&token=https://t.me/GPT_858
博斯魅力,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang04&token=https://t.me/GPT_858
博斯网球,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang09&token=https://t.me/GPT_858
博斯无限1,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang10&token=https://t.me/GPT_858
博斯无限2,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang13&token=https://t.me/GPT_858
博斯运动1,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang07&token=https://t.me/GPT_858
博斯运动2,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang08&token=https://t.me/GPT_858
采昌影剧,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv049&token=https://t.me/GPT_858
达文西,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv018&token=https://t.me/GPT_858
第1商业,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv109&token=https://t.me/GPT_858
东森购物3,https://litv.tzh911.qzz.io/litv.php?id=litv-etm3&token=https://t.me/GPT_858
公视戏剧,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv042&token=https://t.me/GPT_858
古典音乐,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv059&token=https://t.me/GPT_858
国会频道1,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv084&token=https://t.me/GPT_858
国会频道2,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv085&token=https://t.me/GPT_858
国际财经,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv104&token=https://t.me/GPT_858
好消息,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv16&token=https://t.me/GPT_858
好消息2,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv17&token=https://t.me/GPT_858
华视,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv041&token=https://t.me/GPT_858
靖天电影,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv061&token=https://t.me/GPT_858
靖天国际,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv063&token=https://t.me/GPT_858
靖天欢乐,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv054&token=https://t.me/GPT_858
靖天卡通,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv044&token=https://t.me/GPT_858
靖天日本,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv047&token=https://t.me/GPT_858
靖天戏剧,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv058&token=https://t.me/GPT_858
靖天映画,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv055&token=https://t.me/GPT_858
靖天育乐,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv062&token=https://t.me/GPT_858
靖天资讯,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv065&token=https://t.me/GPT_858
靖天综合,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv046&token=https://t.me/GPT_858
靖洋卡通,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv057&token=https://t.me/GPT_858
靖洋戏剧,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv045&token=https://t.me/GPT_858
客家电视,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv043&token=https://t.me/GPT_858
龙华电影,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang03&token=https://t.me/GPT_858
龙华经典,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang21&token=https://t.me/GPT_858
龙华卡通,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang01&token=https://t.me/GPT_858
龙华偶像,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang12&token=https://t.me/GPT_858
龙华日韩,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang11&token=https://t.me/GPT_858
龙华戏剧,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang18&token=https://t.me/GPT_858
龙华洋片,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang02&token=https://t.me/GPT_858
美国之音,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv03&token=https://t.me/GPT_858
民视,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv155&token=https://t.me/GPT_858
民视,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv155&token=https://t.me/GPT_858
民视第一,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv003&token=https://t.me/GPT_858
民视旅游,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv07&token=https://t.me/GPT_858
民视台湾,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv001&token=https://t.me/GPT_858
民视台湾,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv156&token=https://t.me/GPT_858
民视影剧,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv09&token=https://t.me/GPT_858
民视综艺,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv004&token=https://t.me/GPT_858
生活英语,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang20&token=https://t.me/GPT_858
时尚运动X,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv014&token=https://t.me/GPT_858
视纳华仁纪实,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv013&token=https://t.me/GPT_858
台视,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv066&token=https://t.me/GPT_858
台湾戏剧,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang22&token=https://t.me/GPT_858
台湾戏剧,https://litv.tzh911.qzz.io/litv.php?id=litv-xinchuang22&token=https://t.me/GPT_858
亚洲旅游,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv076&token=https://t.me/GPT_858
亚洲旅游,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv076&token=https://t.me/GPT_858
影迷数位电影,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv011&token=https://t.me/GPT_858
影迷数位纪实,https://litv.tzh911.qzz.io/litv.php?id=litv-ftv15&token=https://t.me/GPT_858
智林体育,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv101&token=https://t.me/GPT_858
中视,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv040&token=https://t.me/GPT_858
中视经典,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv080&token=https://t.me/GPT_858
中视菁采,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv064&token=https://t.me/GPT_858
猪哥亮歌厅秀,https://litv.tzh911.qzz.io/litv.php?id=4gtv-4gtv006&token=https://t.me/GPT_858
咪视通,#genre#
咪咕4K-1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=toShengfen&/PLTV/&
咪咕4K-2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015686&livemode=1&stbId=toShengfen&/PLTV/&
咪视通-1,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-2,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-3,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-4,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-5,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-6,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-7,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-8,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-9,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-10,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-11,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-12,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011518&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-13,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011519&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-14,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011520&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-15,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011521&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-16,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011522&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-17,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011523&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-18,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011524&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-19,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011525&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-20,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011528&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-21,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011529&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-22,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011530&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-23,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000020000011531&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-24,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-25,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-26,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-27,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-28,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-29,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-30,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-31,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-32,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-33,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-34,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-35,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-36,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-37,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-38,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-39,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
咪视通-40,http://anfeind1.kmdns.net:19999/migunohosts.php?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=toShengfen&/PLTV/&hostip=&
